Area-Year,Predicted Export Value (USD),Actual Export Value (USD)
Cook Islands-2022,1.9954569,70.94999999999997
Cook Islands-2020,509.64508,125.97000000000003
Cook Islands-2021,60.647892,165.93000000000006
Cook Islands-2022,1.9954569,70.94999999999997
Cook Islands-2020,509.64508,125.97000000000003
Cook Islands-2021,60.647892,165.93000000000006
Cook Islands-2022,1.9954569,70.94999999999997
Cook Islands-2020,509.64508,125.97000000000003
Cook Islands-2021,60.647892,165.93000000000006
Cook Islands-2022,1.9954569,70.94999999999997
Cook Islands-2020,509.64508,125.97000000000003
Cook Islands-2021,60.647892,165.93000000000006
Cook Islands-2022,1.9954569,70.94999999999997
Cook Islands-2020,509.64508,125.97000000000003
Cook Islands-2021,60.647892,165.93000000000006
Cook Islands-2022,1.9954569,70.94999999999997
Cook Islands-2020,509.64508,125.97000000000003
Cook Islands-2021,60.647892,165.93000000000006
Cook Islands-2022,1.9954569,70.94999999999997
Cook Islands-2020,509.64508,125.97000000000003
Cook Islands-2021,60.647892,165.93000000000006
Cook Islands-2022,1.9954569,70.94999999999997
Cook Islands-2020,509.64508,125.97000000000003
Cook Islands-2021,60.647892,165.93000000000006
Cook Islands-2022,1.9954569,70.94999999999997
Cook Islands-2020,509.64508,125.97000000000003
Cook Islands-2021,60.647892,165.93000000000006
Cook Islands-2022,1.9954569,70.94999999999997
Cook Islands-2020,509.64508,125.97000000000003
Cook Islands-2021,60.647892,165.93000000000006
Cook Islands-2022,1.9954569,70.94999999999997
Cook Islands-2020,509.64508,125.97000000000003
Cook Islands-2021,60.647892,165.93000000000006
Cook Islands-2022,1.9954569,70.94999999999997
Cook Islands-2020,509.64508,125.97000000000003
Cook Islands-2021,60.647892,165.93000000000006
Cook Islands-2022,1.9954569,70.94999999999997
Cook Islands-2020,509.64508,125.97000000000003
Cook Islands-2021,60.647892,165.93000000000006
Cook Islands-2022,1.9954569,70.94999999999997
Cook Islands-2020,509.64508,125.97000000000003
Cook Islands-2021,60.647892,165.93000000000006
Cook Islands-2022,1.9954569,70.94999999999997
Cook Islands-2020,509.64508,125.97000000000003
Cook Islands-2021,60.647892,165.93000000000006
Cook Islands-2022,1.9954569,70.94999999999997
Cook Islands-2020,509.64508,125.97000000000003
Cook Islands-2021,60.647892,165.93000000000006
Cook Islands-2022,1.9954569,70.94999999999997
Cook Islands-2020,509.64508,125.97000000000003
Cook Islands-2021,60.647892,165.93000000000006
Cook Islands-2022,1.9954569,70.94999999999997
Cook Islands-2020,509.64508,125.97000000000003
Cook Islands-2021,60.647892,165.93000000000006
Cook Islands-2022,1.9954569,70.94999999999997
Cook Islands-2020,509.64508,125.97000000000003
Cook Islands-2021,60.647892,165.93000000000006
Cook Islands-2022,1.9954569,70.94999999999997
Cook Islands-2020,509.64508,125.97000000000003
Cook Islands-2021,60.647892,165.93000000000006
Cook Islands-2022,1.9954569,70.94999999999997
Cook Islands-2020,509.64508,125.97000000000003
Cook Islands-2021,60.647892,165.93000000000006
Cook Islands-2022,1.9954569,70.94999999999997
Cook Islands-2020,509.64508,125.97000000000003
Cook Islands-2021,60.647892,165.93000000000006
Cook Islands-2022,1.9954569,70.94999999999997
Cook Islands-2020,509.64508,125.97000000000003
Cook Islands-2021,60.647892,165.93000000000006
Cook Islands-2022,1.9954569,70.94999999999997
Cook Islands-2020,509.64508,125.97000000000003
Cook Islands-2021,60.647892,165.93000000000006
Cook Islands-2022,1.9954569,70.94999999999997
Cook Islands-2020,509.64508,125.97000000000003
Cook Islands-2021,60.647892,165.93000000000006
Cook Islands-2022,1.9954569,70.94999999999997
Cook Islands-2020,509.64508,125.97000000000003
Cook Islands-2021,60.647892,165.93000000000006
Cook Islands-2022,1.9954569,70.94999999999997
Costa Rica-2022,69544.56,3590231.7500000033
Costa Rica-2022,69544.56,3590231.7500000033
Costa Rica-2022,69544.56,3590231.7500000033
Costa Rica-2022,69544.56,3590231.7500000033
Costa Rica-2022,69544.56,3590231.7500000033
Costa Rica-2022,69544.56,3590231.7500000033
Costa Rica-2022,69544.56,3590231.7500000033
Costa Rica-2022,69544.56,3590231.7500000033
Costa Rica-2022,69544.56,3590231.7500000033
Costa Rica-2022,69544.56,3590231.7500000033
Costa Rica-2022,69544.56,3590231.7500000033
Costa Rica-2022,69544.56,3590231.7500000033
Costa Rica-2022,69544.56,3590231.7500000033
Costa Rica-2022,69544.56,3590231.7500000033
Costa Rica-2022,69544.56,3590231.7500000033
Costa Rica-2022,69544.56,3590231.7500000033
Costa Rica-2022,69544.56,3590231.7500000033
Costa Rica-2022,69544.56,3590231.7500000033
Costa Rica-2022,69544.56,3590231.7500000033
Costa Rica-2022,69544.56,3590231.7500000033
Costa Rica-2022,69544.56,3590231.7500000033
Costa Rica-2022,69544.56,3590231.7500000033
Costa Rica-2022,69544.56,3590231.7500000033
Costa Rica-2022,69544.56,3590231.7500000033
Costa Rica-2022,69544.56,3590231.7500000033
Costa Rica-2022,69544.56,3590231.7500000033
Costa Rica-2022,69544.56,3590231.7500000033
Costa Rica-2022,69544.56,3590231.7500000033
Costa Rica-2022,69544.56,3590231.7500000033
Costa Rica-2022,69544.56,3590231.7500000033
Costa Rica-2022,69544.56,3590231.7500000033
Costa Rica-2022,69544.56,3590231.7500000033
Croatia-2020,498364.12,1179120.5000000005
Croatia-2021,598507.6,1447404.6100000006
Croatia-2022,56028.227,1698917.5499999989
Croatia-2020,498364.12,1179120.5000000005
Croatia-2021,598507.6,1447404.6100000006
Croatia-2022,56028.227,1698917.5499999989
Croatia-2020,498364.12,1179120.5000000005
Croatia-2021,598507.6,1447404.6100000006
Croatia-2022,56028.227,1698917.5499999989
Croatia-2020,498364.12,1179120.5000000005
Croatia-2021,598507.6,1447404.6100000006
Croatia-2022,56028.227,1698917.5499999989
Croatia-2020,498364.12,1179120.5000000005
Croatia-2021,598507.6,1447404.6100000006
Croatia-2022,56028.227,1698917.5499999989
Croatia-2020,498364.12,1179120.5000000005
Croatia-2021,598507.6,1447404.6100000006
Croatia-2022,56028.227,1698917.5499999989
Croatia-2020,498364.12,1179120.5000000005
Croatia-2021,598507.6,1447404.6100000006
Croatia-2022,56028.227,1698917.5499999989
Croatia-2020,498364.12,1179120.5000000005
Croatia-2021,598507.6,1447404.6100000006
Croatia-2022,56028.227,1698917.5499999989
Croatia-2020,498364.12,1179120.5000000005
Croatia-2021,598507.6,1447404.6100000006
Croatia-2022,56028.227,1698917.5499999989
Croatia-2020,498364.12,1179120.5000000005
Croatia-2021,598507.6,1447404.6100000006
Croatia-2022,56028.227,1698917.5499999989
Croatia-2020,498364.12,1179120.5000000005
Croatia-2021,598507.6,1447404.6100000006
Croatia-2022,56028.227,1698917.5499999989
Croatia-2020,498364.12,1179120.5000000005
Croatia-2021,598507.6,1447404.6100000006
Croatia-2022,56028.227,1698917.5499999989
Croatia-2020,498364.12,1179120.5000000005
Croatia-2021,598507.6,1447404.6100000006
Croatia-2022,56028.227,1698917.5499999989
Croatia-2020,498364.12,1179120.5000000005
Croatia-2021,598507.6,1447404.6100000006
Croatia-2022,56028.227,1698917.5499999989
Croatia-2020,498364.12,1179120.5000000005
Croatia-2021,598507.6,1447404.6100000006
Croatia-2022,56028.227,1698917.5499999989
Croatia-2020,498364.12,1179120.5000000005
Croatia-2021,598507.6,1447404.6100000006
Croatia-2022,56028.227,1698917.5499999989
Croatia-2020,498364.12,1179120.5000000005
Croatia-2021,598507.6,1447404.6100000006
Croatia-2022,56028.227,1698917.5499999989
Croatia-2020,498364.12,1179120.5000000005
Croatia-2021,598507.6,1447404.6100000006
Croatia-2022,56028.227,1698917.5499999989
Croatia-2020,498364.12,1179120.5000000005
Croatia-2021,598507.6,1447404.6100000006
Croatia-2022,56028.227,1698917.5499999989
Croatia-2020,498364.12,1179120.5000000005
Croatia-2021,598507.6,1447404.6100000006
Croatia-2022,56028.227,1698917.5499999989
Croatia-2020,498364.12,1179120.5000000005
Croatia-2021,598507.6,1447404.6100000006
Croatia-2022,56028.227,1698917.5499999989
Croatia-2020,498364.12,1179120.5000000005
Croatia-2021,598507.6,1447404.6100000006
Croatia-2022,56028.227,1698917.5499999989
Croatia-2020,498364.12,1179120.5000000005
Croatia-2021,598507.6,1447404.6100000006
Croatia-2022,56028.227,1698917.5499999989
Croatia-2020,498364.12,1179120.5000000005
Croatia-2021,598507.6,1447404.6100000006
Croatia-2022,56028.227,1698917.5499999989
Croatia-2020,498364.12,1179120.5000000005
Croatia-2021,598507.6,1447404.6100000006
Croatia-2022,56028.227,1698917.5499999989
Croatia-2020,498364.12,1179120.5000000005
Croatia-2021,598507.6,1447404.6100000006
Croatia-2022,56028.227,1698917.5499999989
Croatia-2020,498364.12,1179120.5000000005
Croatia-2021,598507.6,1447404.6100000006
Croatia-2022,56028.227,1698917.5499999989
Croatia-2020,498364.12,1179120.5000000005
Croatia-2021,598507.6,1447404.6100000006
Croatia-2022,56028.227,1698917.5499999989
Croatia-2020,498364.12,1179120.5000000005
Croatia-2021,598507.6,1447404.6100000006
Croatia-2022,56028.227,1698917.5499999989
Croatia-2020,498364.12,1179120.5000000005
Croatia-2021,598507.6,1447404.6100000006
Croatia-2022,56028.227,1698917.5499999989
Croatia-2020,498364.12,1179120.5000000005
Croatia-2021,598507.6,1447404.6100000006
Croatia-2022,56028.227,1698917.5499999989
Cuba-2020,107575.375,417214.46000000025
Cuba-2021,147548.84,347056.02000000014
Cuba-2022,1.1521509,293868.2500000001
Cuba-2020,107575.375,417214.46000000025
Cuba-2021,147548.84,347056.02000000014
Cuba-2022,1.1521509,293868.2500000001
Cuba-2020,107575.375,417214.46000000025
Cuba-2021,147548.84,347056.02000000014
Cuba-2022,1.1521509,293868.2500000001
Cuba-2020,107575.375,417214.46000000025
Cuba-2021,147548.84,347056.02000000014
Cuba-2022,1.1521509,293868.2500000001
Cuba-2020,107575.375,417214.46000000025
Cuba-2021,147548.84,347056.02000000014
Cuba-2022,1.1521509,293868.2500000001
Cuba-2020,107575.375,417214.46000000025
Cuba-2021,147548.84,347056.02000000014
Cuba-2022,1.1521509,293868.2500000001
Cuba-2020,107575.375,417214.46000000025
Cuba-2021,147548.84,347056.02000000014
Cuba-2022,1.1521509,293868.2500000001
Cuba-2020,107575.375,417214.46000000025
Cuba-2021,147548.84,347056.02000000014
Cuba-2022,1.1521509,293868.2500000001
Cuba-2020,107575.375,417214.46000000025
Cuba-2021,147548.84,347056.02000000014
Cuba-2022,1.1521509,293868.2500000001
Cuba-2020,107575.375,417214.46000000025
Cuba-2021,147548.84,347056.02000000014
Cuba-2022,1.1521509,293868.2500000001
Cuba-2020,107575.375,417214.46000000025
Cuba-2021,147548.84,347056.02000000014
Cuba-2022,1.1521509,293868.2500000001
Cuba-2020,107575.375,417214.46000000025
Cuba-2021,147548.84,347056.02000000014
Cuba-2022,1.1521509,293868.2500000001
Cuba-2020,107575.375,417214.46000000025
Cuba-2021,147548.84,347056.02000000014
Cuba-2022,1.1521509,293868.2500000001
Cuba-2020,107575.375,417214.46000000025
Cuba-2021,147548.84,347056.02000000014
Cuba-2022,1.1521509,293868.2500000001
Cuba-2020,107575.375,417214.46000000025
Cuba-2021,147548.84,347056.02000000014
Cuba-2022,1.1521509,293868.2500000001
Cuba-2020,107575.375,417214.46000000025
Cuba-2021,147548.84,347056.02000000014
Cuba-2022,1.1521509,293868.2500000001
Cuba-2020,107575.375,417214.46000000025
Cuba-2021,147548.84,347056.02000000014
Cuba-2022,1.1521509,293868.2500000001
Cuba-2020,107575.375,417214.46000000025
Cuba-2021,147548.84,347056.02000000014
Cuba-2022,1.1521509,293868.2500000001
Cuba-2020,107575.375,417214.46000000025
Cuba-2021,147548.84,347056.02000000014
Cuba-2022,1.1521509,293868.2500000001
Cuba-2020,107575.375,417214.46000000025
Cuba-2021,147548.84,347056.02000000014
Cuba-2022,1.1521509,293868.2500000001
Cuba-2020,107575.375,417214.46000000025
Cuba-2021,147548.84,347056.02000000014
Cuba-2022,1.1521509,293868.2500000001
Cuba-2020,107575.375,417214.46000000025
Cuba-2021,147548.84,347056.02000000014
Cuba-2022,1.1521509,293868.2500000001
Cuba-2020,107575.375,417214.46000000025
Cuba-2021,147548.84,347056.02000000014
Cuba-2022,1.1521509,293868.2500000001
Cuba-2020,107575.375,417214.46000000025
Cuba-2021,147548.84,347056.02000000014
Cuba-2022,1.1521509,293868.2500000001
Cuba-2020,107575.375,417214.46000000025
Cuba-2021,147548.84,347056.02000000014
Cuba-2022,1.1521509,293868.2500000001
Cuba-2020,107575.375,417214.46000000025
Cuba-2021,147548.84,347056.02000000014
Cuba-2022,1.1521509,293868.2500000001
Cuba-2020,107575.375,417214.46000000025
Cuba-2021,147548.84,347056.02000000014
Cuba-2022,1.1521509,293868.2500000001
Cuba-2020,107575.375,417214.46000000025
Cuba-2021,147548.84,347056.02000000014
Cuba-2022,1.1521509,293868.2500000001
Cuba-2020,107575.375,417214.46000000025
Cuba-2021,147548.84,347056.02000000014
Cuba-2022,1.1521509,293868.2500000001
Cuba-2020,107575.375,417214.46000000025
Cuba-2021,147548.84,347056.02000000014
Cuba-2022,1.1521509,293868.2500000001
Cuba-2020,107575.375,417214.46000000025
Cuba-2021,147548.84,347056.02000000014
Cuba-2022,1.1521509,293868.2500000001
Cuba-2020,107575.375,417214.46000000025
Cuba-2021,147548.84,347056.02000000014
Cuba-2022,1.1521509,293868.2500000001
Cyprus-2020,109722.43,125825.2899999999
Cyprus-2021,116328.805,141941.6000000001
Cyprus-2022,66392.3,144728.0000000001
Cyprus-2020,109722.43,125825.2899999999
Cyprus-2021,116328.805,141941.6000000001
Cyprus-2022,66392.3,144728.0000000001
Cyprus-2020,109722.43,125825.2899999999
Cyprus-2021,116328.805,141941.6000000001
Cyprus-2022,66392.3,144728.0000000001
Cyprus-2020,109722.43,125825.2899999999
Cyprus-2021,116328.805,141941.6000000001
Cyprus-2022,66392.3,144728.0000000001
Cyprus-2020,109722.43,125825.2899999999
Cyprus-2021,116328.805,141941.6000000001
Cyprus-2022,66392.3,144728.0000000001
Cyprus-2020,109722.43,125825.2899999999
Cyprus-2021,116328.805,141941.6000000001
Cyprus-2022,66392.3,144728.0000000001
Cyprus-2020,109722.43,125825.2899999999
Cyprus-2021,116328.805,141941.6000000001
Cyprus-2022,66392.3,144728.0000000001
Cyprus-2020,109722.43,125825.2899999999
Cyprus-2021,116328.805,141941.6000000001
Cyprus-2022,66392.3,144728.0000000001
Cyprus-2020,109722.43,125825.2899999999
Cyprus-2021,116328.805,141941.6000000001
Cyprus-2022,66392.3,144728.0000000001
Cyprus-2020,109722.43,125825.2899999999
Cyprus-2021,116328.805,141941.6000000001
Cyprus-2022,66392.3,144728.0000000001
Cyprus-2020,109722.43,125825.2899999999
Cyprus-2021,116328.805,141941.6000000001
Cyprus-2022,66392.3,144728.0000000001
Cyprus-2020,109722.43,125825.2899999999
Cyprus-2021,116328.805,141941.6000000001
Cyprus-2022,66392.3,144728.0000000001
Cyprus-2020,109722.43,125825.2899999999
Cyprus-2021,116328.805,141941.6000000001
Cyprus-2022,66392.3,144728.0000000001
Cyprus-2020,109722.43,125825.2899999999
Cyprus-2021,116328.805,141941.6000000001
Cyprus-2022,66392.3,144728.0000000001
Cyprus-2020,109722.43,125825.2899999999
Cyprus-2021,116328.805,141941.6000000001
Cyprus-2022,66392.3,144728.0000000001
Cyprus-2020,109722.43,125825.2899999999
Cyprus-2021,116328.805,141941.6000000001
Cyprus-2022,66392.3,144728.0000000001
Cyprus-2020,109722.43,125825.2899999999
Cyprus-2021,116328.805,141941.6000000001
Cyprus-2022,66392.3,144728.0000000001
Cyprus-2020,109722.43,125825.2899999999
Cyprus-2021,116328.805,141941.6000000001
Cyprus-2022,66392.3,144728.0000000001
Cyprus-2020,109722.43,125825.2899999999
Cyprus-2021,116328.805,141941.6000000001
Cyprus-2022,66392.3,144728.0000000001
Cyprus-2020,109722.43,125825.2899999999
Cyprus-2021,116328.805,141941.6000000001
Cyprus-2022,66392.3,144728.0000000001
Cyprus-2020,109722.43,125825.2899999999
Cyprus-2021,116328.805,141941.6000000001
Cyprus-2022,66392.3,144728.0000000001
Cyprus-2020,109722.43,125825.2899999999
Cyprus-2021,116328.805,141941.6000000001
Cyprus-2022,66392.3,144728.0000000001
Cyprus-2020,109722.43,125825.2899999999
Cyprus-2021,116328.805,141941.6000000001
Cyprus-2022,66392.3,144728.0000000001
Cyprus-2020,109722.43,125825.2899999999
Cyprus-2021,116328.805,141941.6000000001
Cyprus-2022,66392.3,144728.0000000001
Cyprus-2020,109722.43,125825.2899999999
Cyprus-2021,116328.805,141941.6000000001
Cyprus-2022,66392.3,144728.0000000001
Cyprus-2020,109722.43,125825.2899999999
Cyprus-2021,116328.805,141941.6000000001
Cyprus-2022,66392.3,144728.0000000001
Cyprus-2020,109722.43,125825.2899999999
Cyprus-2021,116328.805,141941.6000000001
Cyprus-2022,66392.3,144728.0000000001
Cyprus-2020,109722.43,125825.2899999999
Cyprus-2021,116328.805,141941.6000000001
Cyprus-2022,66392.3,144728.0000000001
Cyprus-2020,109722.43,125825.2899999999
Cyprus-2021,116328.805,141941.6000000001
Cyprus-2022,66392.3,144728.0000000001
Cyprus-2020,109722.43,125825.2899999999
Cyprus-2021,116328.805,141941.6000000001
Cyprus-2022,66392.3,144728.0000000001
Cyprus-2020,109722.43,125825.2899999999
Cyprus-2021,116328.805,141941.6000000001
Cyprus-2022,66392.3,144728.0000000001
Cyprus-2020,109722.43,125825.2899999999
Cyprus-2021,116328.805,141941.6000000001
Cyprus-2022,66392.3,144728.0000000001
Czechia-2021,1002600.44,4395383.209999998
Czechia-2021,1002600.44,4395383.209999998
Czechia-2021,1002600.44,4395383.209999998
Czechia-2021,1002600.44,4395383.209999998
Czechia-2021,1002600.44,4395383.209999998
Czechia-2021,1002600.44,4395383.209999998
Czechia-2021,1002600.44,4395383.209999998
Czechia-2021,1002600.44,4395383.209999998
Czechia-2021,1002600.44,4395383.209999998
